author_id,text,cEXT,cNEU,cAGR,cCON,cOPN,label
374035e42f4b691c2b9c7b915ef1aeae,at Great America with over 100 kids......the madness?!?!??! || what a day...home sweet home! || the busy day continues... ;-),low,high,low,high,high,01011
3b474abc02985674f2b64e46a939bb3d,"""But I don't want to go among mad people,"" Alice remarked. ""Oh, you can't help that,"" said the Cat: ""we're all mad here. I'm mad. You're mad."" ""How do you know I'm mad?"" said Alice. ""You must be,"" said the Cat, ""or you wouldn't have come here."" || had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil. || Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.> || There was a staff meeting earlier today... When everyone was gathered, attention focused on the manager, I heard the Godfather soundtrack start to play over the speakers... just before the manager started speaking... Coincidence? I THINK NOT! >.> || Reflecting upon an entire week of school break: - Good News - I cleaned my room! - Bad News   - That was about the only beneficial thing I did the entire week..... Conclusion: I'm sooooo screwed..... >_> || Just experienced water rationing. It was fun. It's what happens when construction workers screw up and break the water pipe for your block... LOL (no water the whole day today and tomorrow) :o || I have got loads of naturally white hair, am easily fatigued, suffer from the occasional backache, and am now growing a nice round tummy, apparently. I'm getting too old for this... || Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks... || Thanks to some random person in my class having H1N1, my exams have been postponed for like... A ENTIRE WEEK!!! So now... Back to Warcraft... and imma panic later XD || There is no emotion; there is peace.  There is no ignorance; there is knowledge.  There is no passion; there is serenity.  There is no death; there is the Force. || When you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. Conclusion: Fantasy is addictive. O,O || Quote of the day: ""Sex is a weapon the girls use to defeat us!"" - Random Primary school boys who were sitting behind me on a bus... lol || After spending time on watching Code Geass instead of doing my PW... I realised... that is was soooo worth it... Best Anime Show Ever... Fuck The Ending... ugh... || After 3 hours of online reading and research, I have diagnosed myself to have a type of Red-Green colour deficiency, under Anomalous Trichomy, called Deuteranomaly.  LIFE SUCKS! ... || I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream - || WoW Patch 3.3 is out... It's titled, ""Fall of the Lich King"" ... WHY MUST ARTHAS DIE?! OH GOD WHY?! T-T ((Then again... Yay for Justice! ^^)) || Weak hearts faint, When troubles rises. Brave hearts soars, Steals all the prizes. False heart, it shrinks small in peace. And finds in fear, no sucrease. || The world is so desperate nowadays that the promise for peace can win a man a Nobel Prize. Let's hope that he keeps his word. || Is gonna get his own laptop soon (tomorrow) >.> Finally... after all these years... waiting... for my revenge!! (on the online world that is) :O || A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born || Loves the rain, it makes him feel better for some reason... good bye suicidal thoughts, hello happy ones ^^ MOAR RAIN PLZ!!!!! D: || I love chaos, for most are consumed by it, blind to its hidden beauty, allowing me excludibility to revel at its magnificence. || Believes that life is like the open sea, and truth is the wind in our sails. (no wonder I'm not moving) || is now even less likely to study because fortune teller genius told him that he didn't have to >.> || No sense makes nonsense, but nonsense makes sense. So what then is nonsense, in a world without sense? O.o || It has been confirmed... I'm going to poly! >=D Now... to find a job while I wait... >.> || It's amazing how easily you can find aunties that speak both Malay & Chinese but not english... || Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD || Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum. || is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D || I need to get a shirt that says, ""I don't speak Chinese!"" ... Like... seriously... ._. || He who has not found something which he would die for has no right to live. || New philosophy for 2010: If it makes you feel good, then I say do it. || never thought that he would see the day where he would wish for failure. || The americans have forgotten that they were once terrorists to the british ~ || *begins chanting in an unknown language with warcraft music playing in the background* || So many words and faces... So many different voices... Where do they lead... || I officially have got nothing to do ... at all... like... seriously... || Trust should only be given to those who truly understand its value. || Needs to stop consumption of harmful substances ... but can't D: || Is sooo screwed for his promos..... Good Bye JC Life... ~.~ || No more TV mobile Next year... I am sad... D: || wants the world to hurry up and end already..... || Thanks everyone, for the birthday wishes, appreciate it (: || Realised that he is actually a Virgo... lol || Just had an awesome Friday. Like, Seriously... haha || Me, myself, and my computer. Deja vu || Something Wicked This Way Comes... ... o.o || Me + Exams = Epic Phail ~.~ || is cutting his hair bald -",high,low,high,high,high,10111
3b6a414b280222a29d0a95c473cf6b61,"The only good thing about the 11 hour bus ride from Chennai to Madurai...we didn't die...despite the multiple attempts by the bus driver. Surprisenly we didn't hit any dogs, pedestrians, bicycles, motos, cars or trucks...very surprising. || I was attacked by a monkey today on the way to Kodaikanal. Luckly he bit my jeans and not my leg since I hear the rabies shot is not a lot of fun. || just got the oral typhoid vaccine and wonders how many people actually read the informational sheet provided.  I think their references are a little outdated. || is glad the Hawks won even if I was out in rural India and couldn't watch the game. || is wishing I didn't have to proctor an exam at 7:30 am on Monday...I hate mornings. || purchased my first sari and is wearing it to the New Year's party tonight. || was handed a random baby at the Temple today for a photo opt...Happy Pongal. || is attic apartment and tornado don't mix...the question is where to take cover? || 2 classes down...one essay to go. Almost done for the semester! || canoeing during a severe thunderstorm with hail...not a good idea. || Hawkeyes you almost killed me tonight! Thank god we won! || Go HAWKS!!! Survived the cold and pulled out a win! || Wonders why the president is wearing a White Sox coat? || Is packed and ready to go to San Francisco//Napa Valley! || will be tailgating at the Iowa game...no rain please! || is boycotting the 30% chance of rain//snow on Saturday. || is done with her fifth semester of graduate school! || Oh tetanus shot, why must you hurt so much?! || has successfully completed scuba dives 1 and 2! || is happy to have a new, working laptop. || is starting the long process of heading home. || is headed to India over winter break! || is let the San Francisco adventure begin! || Is now a certified scuba diver! || is wondering why it's not sunny. || Dear Iowa Winter, you win. || Laissez le bon temps rouler!",low,low,high,high,high,00111
3cc2cbf4c8c9c9f05590a092a9e9cacb,"*PROPNAME* may have been out of line, but Single Ladies is much better than *PROPNAME*'s crappy song and mediocure video  and at least for once he wasn't complaining about himself not losing || ""This is what it's all about, isn't it, listening audience?  A brief seizing brilliance in the immediate air.  A death-rendered flash of perfect equilibrium.""-Don Delillo, Ratner's Star || Celebrated the New Year in true Oakland style, hearing automatic gunfire seconds after midnight || District 9: not perfect but definitely lives up to the hype || Damn, U.S. beat Spain? We should be proud || had a FOG sighting on the street || Does anyone have Skype? just got it",low,high,high,high,high,01111
3d7847b1c33b5f5811208b4aa1a7ffbd,"To the dickwads who sat in the table next to me: Yeah, insulting me in Korean behind my back thinking that I wouldn't understand...  Go back into the recess of the fucking cess pool you fucking crawled out of, you dumb fucks!  Love, *PROPNAME* || ""Many of us spend our whole lives running from feeling with the mistaken belief that you cannot bear the pain. But you have already borne the pain. What you have not done is feel all you are beyond the pain.""   -*PROPNAME* || had it all set up for the weekend.  now it's all ruined.  hopefully, a trip to the met, visit to a spa, and quality time in li will smooth out the wrinkles in this disatrous turn of events.  meh... || stupid harry potter movie kept me up till 1:30 in the morning and did not help the fact i had to wake up at 6:30am.....  but it was good so i guess it was worth it. :) || the snow, the snow!  ahh the snow!!  oh if only if i were a few years younger...  i would spend the day with cups of hot chocolate and pummel my baby brother into the snow! || I know it's kinda late, but I gotz a new phone, so I needz yo numbers!  Can I have your number?  Can I have iiiittt?!?!? lol || had a 5 hour nap and is now procrastinating in writing her essay that's due tomorrow.  XD  whatever.  i gotz myself some smexy posterz!!!!! || never going home during the weekday ever again!  waking up at 6:30am is a memory i'd rather keep in the past, thank you.  *yawn* || having fun in the am.  i also have a midterm on physics in the next 7 hours.  good night peoples and wish me luck! || Went apple picking during hte weekend with family.  But now, I must return to reality and work my ass off on Columbus Day.  Yay... || lovin' ""Neighbors Know My Name""- *PROPNAME* and lovin the thumpin of my heart and feet pounding on the dance floor!  been too long baby! || is in the city hanging out in a sweet lounge watching people pass below, fighting the temptation to become one of the crowd. || watched Hot Fuzz, then proceeded to watch Comedy Central, and finally, chatted with a drunk dude and his friend while watching Reno 911! || had a great night out with friends, ate awesome food, and watched stand up comedians on youtube.  fun...and now i'm tired.  g'night everybody. || gonna be in the city about a week to work at New Life Church in Elmhurst for the little kiddies!  :)  yay! || trying to do math hw but is distracted with other things like the shiny button on my sweater....  Shiny, i like shiny! || like in high school i'm doing ma hw in the early mornin'.  and i'm doing it while procrastinating on fb.  lol || is wondering if she should even be here and if nyu was just a bad idea;  a very expensive bad idea.... || There has to be a better way to solve this else I die of fustration and disintegrate in my own rage. || hoping those leaving a safe trip and a lurvly Thanksgiving break.  Only a couple more hours to go!!!  XD || in kimmel jamming, drinking free coffee, and writing 3 essays before 10 am tomorrow!  gonna die from brain overload. || HEADING ON HOME!!!!  YEA BITCHES!!!  LET THE WINTER GAMES BEGIN!  (after i finish my conwest final papers....  ugh!) || didn't sleep....tired.....probably gonna walk into traffic half-asleep. and the best part...i'm not done with that friggin' essay yet! || had a great time with friends, met some new peoples, and experienced one hell of a night!!!! || Going to the premier of Harry Potter with me awesome cousins in the city!  Yay!  sry daniel..... || messed up an assignment for one class already in the early college season.  FML!!!!!!  stupid hw...  -_-"" || tired. eyes are burning but my soul keeps yearning, for more than just a whispered good night. || still don't have my list of textbooks.  stupid bellmore mail... takes forever to get here!  XO || nat. science final in a couple of hours....  more study or sleep?  argh, stupid test!!! || out of my mind with fustration and fatigue.  Oh, the life of a college student! || justs wants to sleep but have to study and write 2 very large paragraphs... *yawns* || rofl how i'm using physics regents table to do college physics hw.  oh the irony. || finally has the internet working after 3 days without it.  -.-""  withdrawal was harsh...  lol || finished one essay.  Another four-paged essay to go.  But first, a 3 hour nap. :3 || Snow, snow!  I love it so!!!!  XD  But getting to class is gonna be interesting.... || stupid laptop making ""whir"" sounds.  maybe hitting will make it better?  *laptop dies*  ....damn.... || has a paper due at 5 pm, yet here I am on fb.  typical || ""If at first you don't succeed, find out if the loser gets anything.""    -*PROPNAME* || at NYU and playing sporkel!!!!  Yup, college is gonna be fun.  ;D || trecked through the wetness only to discover that class was canceled...... || just finished rewatching V for Vendetta and it rocked my sox || orientation creeps closer and closer like a birthday cake on wheels. || prom is in # hours and still not ready......  AAHHH! || hauling stuff out and moving into nyu in several hours!!!! || is officially settled in weinstein hall.  rm 428  PURPLE MONKEYS!!!! || trying to write final papers in library... not working!  argh!!! || i think this week of college just might kill me || awesome party. and yes, it exceeded my expectations.  ;D || Casino Night was awesome.  I WON A SNUGGIE!!!!!!!  lmao || NYU Portaits: Voices of a People was AMAZING!!!  XD",low,high,low,low,high,01001
3fe44fab3eb561ae418a22182ec75fad,is really into the Cocteau Twins and Depeche Mode right now. || Debating on whether or not to drink...alcohol...,high,high,low,low,low,11000
436e99cf44a590f9fa63638544619ce1,"I've lived in this place and I know all the faces Each one is different but they're always the same They mean me no harm but it's time that I face it They'll never allow me to change' || Thank you so much for all the bday love, I'm a lucky girl : ) come to the DERBY tonight to celebrate!!! call or text if you have questions <3 <3 || On a mission to go back home for the world cup!!! Anyone know how to not make it a mission? haha... South Africa here we come <3 <3 || Had an incredible night...from now on if ur looking for me on a tuesday night I will be at the derbs : ) || Wow I'm a very happy camper : ) I think an SB visit is in order NOW..katie no comments hahah <3 <3 || There is never enough time to do everything, but there is always enough time to do the most important thing' || Just learned about how succe$$ful I will be, very shortly : ) dont be jealous, you get what you give || My intention is to go to your damn school...why do I need to write a whole essay telling you that!!! || Beautiful ceremony for a beautiful person. You will be missed and loved forever but never forgotten. Rest peacefully <3 || Cos all of the stars are fading away Just try not to worry youll see them some day || To see you when I wake up is a gift I didn't think could be real' || To see you when I wake up Is a gift I didn't think could be real || No work tomorrow! finally...time for a great night and a morning of sleeping in : ) || True life: two young people believe that love can only be achieved with multiple partners...huh || Not going to work today...i have a laker game to watch, very important. priorities, priorities. || This is NOT funny. tornados do not exist in orange county, they just dont. || 3 more days until santa barbara!! Its gonna be a phenomenal weeekend : ) || bit my nails through that whole game... a wins a win though : ) || wondering if I've got the strength to get through this one : // || Thinking a downtown sb visit for halloween might be very necessary : ) || It's our god forsaken right to be loved <3 <3 <3 <3'd || ""Distance is just a test to see how far love can travel"" || Only made it back to olympic from school...i like : ) || wants to curl up and watch movies all night : ) || GOT A JOB!!!! yesssssss : ) : ) : ) || crawling into bed and sleeping for 500000000000   years..... <3 vegas || Cooking up a storm <3",high,low,high,high,high,10111
43e9b5847ad2e94f53bcc9d826093a76,dear baseball...please give me someone to root for! || is a licensed driver again! woo hoo,high,low,high,high,high,10111
448084546d4ae45e47c3a83f338ade56,"grrrr bloody personal statement - have spent about 4 hours on it now n still have to get rid of 3 lines - its takin just as long to delete parts as it did to write the whole thing :( :( || BYE PPL! spt has again been amaze n cant wait till next year! Especially bye to *PROPNAME*, *PROPNAME*, *PROPNAME*, n *PROPNAME* - though im sure ill see u all again at some point! Have a great holiday!!! xxxx || My party was brilliant so thanku everyne who came :) - thanx also too everyone who gave me a gift or card they are all amazing and very lovely, so cheers :) xxx || really hopin this campin thing isnt goin to be as bad as im imaginin - no msn, n minimal hygiene *hides* bye ppl see u in 3 days! || is gettin rather annoyed at her innability to concentrate n get this one piece of business work finnished grrr - is resisting goin on msn though || n now its all over :( - cant get seasons of love out my head though lol  was a pretty gd night tbh :) || ive come to the conclusion that some people are really just not worth it - grow up n learn to forgive xxx || Not really sure y everyone was so dissapointed by the HP film - i thought it was rather gd :D || is very happy - for myself n for charlotte woop :D  p.s. cheers for the car lol :P || Well done!! everyones done soo well so far n talk about energy :D - just 1 show left || wow y do i always seem to have massive convos over the most simplest of things lol || is fed up with messin with the relationship status n is goin to upload pics :D || facebook is all changed - i swear it wasnt that long ago i came on here! || 2 sleepovers in 2 days - both amazin but am now shattered :P good times :D || had fun last night - was a gd party n other stuff etc etc :P || Ohhh theres so many gd things to look forward tooo - cant wait!   :D || Thanku sooooo much everyone for my birthday comments - im very happy :) xxxx || eatin out of date chicken n out of date cucumber  :S  oh dear || was pretty awesome 2night guys :) - cheers n yay for cars :P || ppl please stop sendin messages - ur ovloadin facebook :P ahhh its gay || wats better than a cookie?... a GIANT cookie loool mmm yum :) || im in college yet im onb facebook - oh medias great :D || today was gd fun - was kl seein ppl :D || mi novio aprende español - que bonito impresionante :) || feels like sleepin all the way to monday || oh cómo me gusta cantar y hablar español || Wooo - i am so very happy :D || bubbles n apple 2gether again woop :D || yayness - i am happy :) :)",high,high,high,high,high,11111
450c787001b004af69428e267c7a4ca1,"I don't know where my mind is in this moment. It's so fleeting; emotion. I'm so tired, but I can't sleep. And like *PROPNAME* says, a shotgun just leaves a messed up wall.  Ah well. Random thoughts. Better go to bed before that crap goes deeper. || (Breast cancer awareness question - what colour bra are you wearing ?) No colour. I'm not a fan of bras lately. But this is a stupid FB idea. It doesn't really raise awareness unless you also say what the hell it's about !  Stupid, stupid. || I always want the blog to be the magical valve. Turn it on, write, be healed. It never is though. And now I still hurt, I just feel more raw now. As long as I stay with the emotion and don't deny...I'll be alright. || It's moments like this that I wish I worked for Walmart. I hate rape. I'm no good at counseling ""victims"". Especially when it's a parental perpetrator. Why is this the way of the world ? Why is it reality ? || ""Walking by the river I...reach my hands to cup the sky. It runs down my arms...a bitter blue. Turn to red, and the gashes grew."" God, this song...every word is raw and honest. || Fuck. Okay, file another tragic story in a box of my mind to be dealt with when I no longer have a heart. Wonder how much longer it'll take...not too long now. || Doctors seem to want me to sit out. In a wheelchair...no fucking way. I'd rather walk down the street with tears streaming, than be benched....which, unfortunately, is not too far off. || Just ate a nice happy cow filet with red wine reduction. Wish my feet weren't throbbing so I could really cook !! Tomorrow we shall throw down...my 12-in skillet and me. || ""Little red bird under a chair, waiting for the crumbs to fall. Daddy said, 'Get a job'. Well don't you see, Daddy, how good I am at catching crumbs ?"" || Not tired, must sleep. Long week ahead, and no weekend. Friday is no longer a day off. Sore all over, but I asked for it. Cig, Loveline, sleep...smile, love, remember. || I did that shit with spasms, AND after 8 shots of espresso today. WHO DA MAN ?? Beauty school, here I come...right after this next Criminal Minds. <3 || Gah, headache. Okay my body's failing me; I'm going to put off work 'til tomorrow and take care of myself now. Ice cream, giant sweater, warm bed...I'm comin'. || Aggrevated that I let someone else take me from really happy to hurt and depressed. It's on me to change my reaction to be one of Loveful Me. || Having surgery today. I can't wait to be in hospital. I'm not a big fan of surgery. But hospitals feel like home to me. Calming in the chaos. || I have to find the superhero I use to be. I can't bring myself to believe it was just the Love of a silly boy that did it. || Last day at work. I caught myself laughing at something horrific last night. Laughter is how I cope, but...I can't wait to laugh at happy things again. || I need to go back to my live food diet. Not 90% like before, but I bet I could do 75% without losing too much weight.. || Gonna be 83 degree today ! Coffee, sunshine, and sweet email from a friend. Day started with love, is continuing, and will end in love. || Some people say pain can be controlled by the mind. I do not agree with these people. It doesn't mean I don't admire them though. || Reading an amazing book called Stranger in a Strange Land. Now I'm listening to Loveline and trying to rest for the god-aweful full day tomorrow. || ""I like my chicken fried, a cold beer on a friday night, a pair of jeans that fit just right, and the radio up !"" || Okay, must sleep. Must work in mere hours...ah who am I kidding ? I don't sleep. Or eat. Just smoke...and work. And love. || Off to a training, not back til Sunday. So tired. So in pain. Starbucks will make it all better, I know it ! || ""I believe in love. It's just my heart that keeps turning me down. I believe in love, I think it's just fine."" || QTD: ""'Flower' usually refers to a vulva in general, not virginity or 'cherry popping' as the kids would say."" Hahahaha || I need to be asleep. I get up in....5 hrs ? No idea really. What am I doing again ? || Alright, recharged as it were. If this is a night of no dark dreams; you are a miracle worker too. || ""I've been high, and I've been down, my head in the clouds and my hands on the ground. "" || Again, my company and night are ruined by some physical ailment of mine. I am fucking tired of it. || Today was a much needed day off !! Back to a fake smile tomorrow, but rejuvinated by friends tonight. || Gah, head's pounding. I wish I wasn't in so much pain. It makes the pills that much more tempting... || My most awesome friend just surprise-attacked me with a present of a dark chocolate bacon bar...drool. Best. Moment. Ever. || To be something I am not...that is what I'll be when I grow up. God, it'll be stunning. || Got called in to work tomorrow. At least I don't have to run groups. Bed early tonight. || I guess it all depends on your mood...why can't these meds be any damn good ? || Getting together map, snacks, music, and up-all-night accessories for Hollywood. Will starting driving at 4 am. || Got the new iPhone 3GS. Don't ask how, I won't tell you. But thank you. || Okay, so what are the different plans for Friday night in LA ? There's *PROPNAME*...? || Well anyway, fuck it. I'm gonna die young but happy. Rather than healthy and old. || I feel emptied out; please rain down on me...darkness and light, come fill me up. || Okay, I'm no good at positivity right now. That's my work ""hat"". So sue me. || Blah ! Work lots, need money. Not worth it really. I'm loosing the happiness !! || Sore throat starting out. Tempted to gargle vodka, but must get some work done. || Okay, people, seriously...""lol"" is so blood annoying when you use it on every line. || I think I would be dead without my heating pad. I am completely serious. || ""For a moment I love everything I see and think and feel..."" || Home...finally. Sooooo tired...gonna get a couple hours before work starts up again. || I am what I make of myself. I am Love. I am. || Wow, fresh air. Crazy. Good day sunshine, you're my favourite star. || Writing, then 2 chapters homework, then bed. Or just Loveline ?",low,high,high,low,high,01101
45a8b713a08f44ad954463e0aa979235,"In the rainning storm of the morning, by the path of a farming country, the silver hair woman said to me as I greets her, ""When tough time comes, the tough kept going."" || [ ?? ] ??MBA???????!?! ????! ???? [notice] anyone knows what questions are on a MBA interview? please let me know! || will break that trap = =+ and climb out alive. || will soon fall into ETS's GRE trap ~ || so... doubling the rate of failure ~ hahahah || XD happy birthday to me ~ || 24 years old ~ ?????",low,low,high,high,low,00110
45ab97edbe4e93bc1017bcd28483a678,"Suggested song lyrics: I want to be an interplanetary business man, yeah, bringing discounts to the farthest star. I want to be that hyperspace negotiator, making deals on Jupiter and Mars. || Books are great company, but in all honesty, my apartment is getting a little crowded. || Medication, medication, medication . . . science fiction? Fighting a cold can be interesing. || 24 revolutions around the sun. Pretty impressive if I do say so myself. || Do what you want cause a pirate is free. You are a pirate! || Borderlands, fantasy novel writing, and *PROPNAME*. Yeah, it's been a good day. || About to go open source because Windows is <random expletive>. || And he said, ""Let there be tacos!"" And there was. || writing, writing, writing, writing . . . writing. || This is not relevant to my interests.",high,low,high,low,high,10101
4a6ef0fc11285732bde96e8863dcb7f4,"(viral) social experiment: if you read this, even if we don't speak often, please post a comment with a memory of you and me - anything you want, good or bad or silly or sad. When you're finished, post this paragraph as your own status... you'll be surpri || Just gave *PROPNAME* a big piece of chicken out of my pasta, totally forgetting I just loaded it down with cayenne pepper!! She's still at her water bowl. Good lord, the gas that is to come while I'm sleeping... (I'm so sorry baby!!) || ATTENTION JERSEY PEOPLE!!!..........Montgomery County Animal Shelter is closing tomorrow. You can adopt for free tomorrow between 12-4. They will be euthanizing all animals without a home!!! Go & save a life!! 30 cats and 80 dogs left. please re-post! || Been thinking about adopting a pet?? Chihuahuas arrive at the Manhattan ASPCA Wednesday Jan 13th from 12-7pm. Chichis are the PERFECT city dog, so loyal, extremely loving, highly intelligent with tough new york personality. THEY ARE AMAZING!! || Thanksgiving at our place!! We eat at 5:00pm!! We would love to have you!! : ) || only the cool kids are on facebook at 12:30 on a saturday night. : ) || on my way to 60 degrees and rainy. yay. || just made amazing pineapple curry jasime rice!! jealous?? || misses her baby soooooooo much!!",high,high,high,low,high,11101
4b8c9b247d45495cdb1ebf755fcec1f6,"things to remember while watching a scary movie.. 1. the phone line ALWAYS gets cut or cell phones get lost// broken or they never have service 2. the power ALWAYS gets turned off 3. one of the girls gets hurt and miraculously breaks an ankle// leg 4. there || If you read this, even if we don't speak often, post a comment with a memory of you and me. It can be anything you want! When you've finished, post this paragraph on your own status and you'll be surprised at what people remember about you. || i just listened to waiting for my ruca by sublime and it made me think of *PROPNAME*, *PROPNAME* and *PROPNAME*.  ugh, i miss you guys! || so my phone decide that it isn't accepting phone calls at the moment..for now all i have is texts, ugh i hate technology || how did i go from having nothing to do all the time to being unbelievably busy in a matter of 2 days? || oh mysterious man whose voice sounds like seth rogen, i fell in love with you and i didn't even see your face... || i am not one to get into the christmas cheer but damn it i want to watch a charlie brown christmas... || yay...i finally get to see *PROPNAME*'s lovely face and spend the holiday with the *PROPNAME*!!  Wish you were with us *PROPNAME*!!! || is definitely a nerd.  just freaked out on jaye because i thought we left the 3D glasses at the movie store... || Dear rain, I have a wonderful day of boating and friends ahead of me so please go away... Sincerely, Barb || i feel like my insides have turned into goo and are going to seep out my pores at any minute... || is having a competition with the man to see who can finish a word search the fastest...we are nerds || a bar with bright pink walls and mounted deer head...and i got a rose from elvis.  absolutely wonderful night! || is soo sore...but thats what happens when you fall down the stairs and bruise your entire left side:( || what an adventurous night...filled with the natives, crazy screaming men and a half-naked girl...what a great night!!!!! || up earlier than most everyone in EL and trying to study...but chaz stole my damn RED BULL!! || studying until my eyeballs fall out.  have to make up for the two weeks i missed... || going out with the other interns and renee?  tonight is going to be an interesting night... || a reggae band covering one of the best beatles albums?!?!  my life is now complete:) || keep the people of haiti and their families, in your thoughts.  DONATE IF YOU CAN!! || sledding with the kids, death trap of a wooden sled and snowball fights...gotta love michigan! || i just bought books and booked a flight for chaz and i to DENVER!!! || relocated for the last time...still studying but at home.  what a long confusing day:( || i wish things could change...sadly i know they never will.  time to face reality. || THANKS FOR ALL OF THE BIRTHDAY WISHES EVERYONE!!!  I HAD A GREAT DAY!!! || yes!!!  its almost been two long years...finally reunited and it feels so good!! || homework and babysitting all day...brought the wii to entertain my two favorite twins!!! || girls sitting next to me at the coffee shop are discussing STD's loudly...wonderful. || is pumped to see harry potter with chaz...you are the best bf ever! || i want to go to the bar tonight...is that too much to ask? || just realized that i will never get a break from studying// school... || i am stuck in battlecreek for the night...ugh i hate snow sometimes. || we all threw it back forcefully to THE NATIVES tonight...love you jaye!!! || i got bit by a pig yesterday and now my finger hurts... || anyone wanna join me, renee and chaz at the bar tonight? || please stop smoking cigarettes in my house...or i might kill you.. || not wearing a bra to the bar is a TERRIBLE idea... || going out with my man to see a play!!  NACHOFEST TOMORRROW!!!! || wish i wouldn't have procrastinated all weekend!!  my paper draft SUCKS... || a porn star just asked to move into our house... || oh i am such a sucker for a nerdy guy... || ahh it is so nice when i am soo productive... || will be at the library for the rest of life... || partying at my place tonight...call me if you wanna join!! || spending my saturday the best way...at the library with ALEX! || what a freaking wonderful night...in both good and bad ways! || having people over tonight...call me if you wanna come over! || is starting to like her new room in the basement... || i woke up with the roots stuck in my head...weird || another adventurous night with the natives...going to holland this time!!!",high,low,high,high,high,10111
4bbb1f5843d9d6e8966dce58179f01de,"*has to call the helpdesk for my mobi carrier* to do that I have to charge my phone and to do that I need to find an adaptor. *sigh* why is this holiday so complicated. If it's not one thing that's gone missing, it's another. Or not knowing something that || If my maths is correct, I should have a touch over $3500 to -SPEND- in Japan. That's after airfares, accom, JR pass and possibly some//most activities... but before buying my ticket to the Studio Ghibli Museum. Whooot! || *is in Brunei without a mobile containing international roaming* stupid people who I asked to set it up for me months and months ago... Maybe it's just in the airport though... Hope so. || was really stressing about Visas and stuff for his 6 week vacay... But is no longer after speaking to people and doing stuff, he feels that his holiday should go fairly fine. || Forgot about the Berlin Atheltics occuring this week :S Still. I have a room and it finished with the marathon today so it won't be a problem any more. || Athens (Athina) is pretty cool. Even though I've not yet strayed more than 500m from my hotel :P Here til Friday then Germany gets to see me :S || why does the only major change on the German keyboard *have* to be a 'Y' 'Z' swap? I use the letter y so often. it's annoying. || waaa! It's like only a week until I'm home now... Which means work... Anyone wanna buy my love? :P Nah... you probably couldn't afford me anyway. || my jacket it falling to pieces. But other than that, I'm on track to finish my outfit in time for the con. :P || Is nearly ready to say flipside to Egypt. Just got a Hard Rock Cafe to go :S PS: Still doesn't like anything alcoholic. || *loves the irony* I've been fine for months... Today I feel like Death warmed up... I leave in 13 hours. :S || I knew I shoulda scrapped my cosplay hours ago and claimed the sleep. my mum just laughed at me. Gyah!!!!! || I wonder if my parents will be able to book my flight before I need to get on it. || is wondering why he seems to manage to lose everything that he needs to keep a hold of? || has access to money again. Unfortunately, it appears to have cost him his typing skills :P || is nearing the end of his time in Egypt. Watch out Europe because here I come. || is with rellies... has three days.. is wondering who'll he'll meet next. in UK || I should just dry my hair and get the torture over with already. :P || came Fourth in the Race Around Perth today. is super happy about that. || Do you know that 10 minutes equals 72 hours? || is serverely disappointed about what he just learnt. || Who's up for racing around Perth with me? || 108. Nearly in double digits.",low,low,high,low,high,00101
