author_id,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,word_count
03e6c4eca4269c183fa0e1780f73faba,"""I refuse to answer that question on the grounds that I don't know the answer."" ~ *PROPNAME* XD",3.2,3.6,3.85,4.35,4.8,n,y,y,y,y,06/29/09 01:56 PM,222.0,21894.7,90.06,0.04,23462.0,0.48,0.21,18
03e6c4eca4269c183fa0e1780f73faba,"""Arguments are to be avoided; they are always vulgar and often convincing."" ~ Oscar Wilde xD",3.2,3.6,3.85,4.35,4.8,n,y,y,y,y,01/07/10 05:38 PM,222.0,21894.7,90.06,0.04,23462.0,0.48,0.21,16
03e6c4eca4269c183fa0e1780f73faba,"""Death and famine stalk the land like two great stalking things."" ~ *PROPNAME*",3.2,3.6,3.85,4.35,4.8,n,y,y,y,y,10/08/09 05:23 PM,222.0,21894.7,90.06,0.04,23462.0,0.48,0.21,13
03e6c4eca4269c183fa0e1780f73faba,"""Those who criticize our generation forget who raised it.""",3.2,3.6,3.85,4.35,4.8,n,y,y,y,y,06/21/09 06:22 PM,222.0,21894.7,90.06,0.04,23462.0,0.48,0.21,9
06b055f8e2bca96496514891057913c3,can't believe that her son walked up to the Christmas tree stating 'J'. I was a little confused until he took a candy cane off the tree and proceeded to turn it upside down :-D,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,12/05/09 06:38 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,35
06b055f8e2bca96496514891057913c3,"So...apparently, according to urban dictionary...A women named *PROPNAME* is typically very beautiful with an incredible body and nice eyes. They are known to be very loveable. *PROPNAME* are envied by other women...haha...I wish!",2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,02/06/10 09:27 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,33
06b055f8e2bca96496514891057913c3,got home from shopping all evening (*PROPNAME* and kids in tow) and then wrapped presents all night...and it still isnt finished...*yawn*,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,12/10/09 03:17 PM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,21
06b055f8e2bca96496514891057913c3,I did the Macarena with a pickle at the dinner table because the voices told me to.,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,01/14/10 01:45 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,17
06b055f8e2bca96496514891057913c3,is enjoying the cricket...comfy boxers and rainy weather...is it too soon for a beer?,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,12/29/09 12:42 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,14
06b055f8e2bca96496514891057913c3,had a great day yesterday thanks to aunties babysitting :0),2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,12/18/09 08:59 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,10
06b055f8e2bca96496514891057913c3,is enjoying the cricket but has no fingernails left.,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,01/06/10 03:40 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,9
06b055f8e2bca96496514891057913c3,"needs beer...actually, any kind of alcohol will do...",2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,01/01/09 01:01 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,8
06b055f8e2bca96496514891057913c3,So...*PROPNAME* can now count backwards from 10 :-),2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,02/07/10 10:15 PM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,8
06b055f8e2bca96496514891057913c3,is sick of being sick!,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,12/04/09 11:29 AM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,5
06b055f8e2bca96496514891057913c3,would like the rain back!,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,01/05/10 11:21 PM,194.0,18123.1,97.81,0.02,18313.0,0.49,0.06,5
0724fe854bd455061ba84efecdeff469,I want to reconcile the violence in your heart! I want to recognise your beauty is not just a mask! I want to exorcise the demons from your past! I want to satisfy the undisclosed desires in your heart! (Gracias a Sofi por la canción tan genial!),3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/23/10 09:13 PM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,47
0724fe854bd455061ba84efecdeff469,"Life truly has special ways to show us what we need... in the weirdest moments////f i n a l f a n t a s y////""I know. I'm not alone... not anymore.""",3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,02/03/10 02:18 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,32
0724fe854bd455061ba84efecdeff469,Que es lo que en realidad se debe de hacer? Lo que el corazón dicta o lo que la razon te dice?,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,09/15/09 01:26 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,22
0724fe854bd455061ba84efecdeff469,"Es momento de aprender a dejar ir las cosas. Por favor, que aquella luz, guía mía, me lleve a los lugares indicados.",3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,11/26/09 02:35 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,22
0724fe854bd455061ba84efecdeff469,"Por favor, que las cosas mejoren! Si es que en verdad alguien puede ayudar, que le otorguen lo que necesita!",3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/23/10 07:02 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,20
0724fe854bd455061ba84efecdeff469,Hay veces en las que simplemente quisiera olvidarme de todo y refugiarme en la profundidad de mi mente...,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/05/10 05:11 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,18
0724fe854bd455061ba84efecdeff469,"Cuando la vida misma te ha puesto en un aprieto, ¿qué es lo que se debe hacer?",3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,09/21/09 03:43 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,17
0724fe854bd455061ba84efecdeff469,Getting ready for the fun! Escapada espiritual al corazón del oráculo... Riviera Maya! Meus somnierum!,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/09/10 03:05 PM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,15
0724fe854bd455061ba84efecdeff469,Oscilando entre la infinidad de la mente y la infinidad del sueño...,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/03/09 09:45 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,12
0724fe854bd455061ba84efecdeff469,It's time I fire up this life I'm livin' in!,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,09/08/09 01:11 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,10
0724fe854bd455061ba84efecdeff469,Meus somnerium... En busca de un pequeño momento de comprensión...,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/07/10 10:01 PM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,10
0724fe854bd455061ba84efecdeff469,I just... Don't know what to think anymore...,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/30/10 03:42 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,8
0724fe854bd455061ba84efecdeff469,De vuelta al mundo interno sin límites!,3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,01/16/10 04:39 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,7
0724fe854bd455061ba84efecdeff469,"Back to the routine, then...",3.0,3.15,2.95,3.55,4.8,n,y,n,y,y,02/02/10 02:02 AM,236.0,25651.9,93.3,0.03,26805.0,0.49,0.18,5
0737e4e4980f56c9fb1cb5743001c917,"wants to take a trip through Tunisia, Egypt, Greece, Turkey, Lebanon, Israel, Jordan, Bhutan, Kazakhstan, Xinjiang (China), Mongolia, and end up in Shanghai to see old friends and maybe throw in Hainan for some beachy fun...ok magic travel fairy do your t",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/24/09 09:28 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,42
0737e4e4980f56c9fb1cb5743001c917,wonders how I keep getting convinced to make cupcakes...making mini vegan version of my bombay elvis cupcakes and trying out a mini red velvet and cream cheese with cabernet some how mixed in...I'll figure it out,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/30/09 01:04 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,36
0737e4e4980f56c9fb1cb5743001c917,"can only take so much shopping, drinking, going out to dinners, hanging out,playing with babies, and flying to random cities...hurry up half marathon, as soon as you're over I get to do some real travel...",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/22/10 12:27 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,35
0737e4e4980f56c9fb1cb5743001c917,"has been watching a ton of disney movies instead of getting anything done...on that note, Aladdin is still my favorite in terms of songs and I <3 how all the female characters are so headstrong",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,02/12/10 09:20 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,35
0737e4e4980f56c9fb1cb5743001c917,"is becoming sentimental as I work on the notes for my novel...""if you're friends with __ you must either be gorgeous or brilliant and from our conversation I must say it's both.""",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/16/09 11:48 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,32
0737e4e4980f56c9fb1cb5743001c917,"is excited for an old fashion cocktail party tonight, time to pull out my old fave, vodka gimlets, throw on some pearls and channel *PROPNAME* to go with the short hair.",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/03/09 12:06 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,31
0737e4e4980f56c9fb1cb5743001c917,"went on a 5 hour trek from my apartment in North Beach along the water front, over the Golden Gate Bridge to Marin and back again...needless to say I'm resting tonight",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/06/09 03:53 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,31
0737e4e4980f56c9fb1cb5743001c917,Go to urbandictionary.com and look up your first name using their search engine. Copy this in your status and what Urban Dictionary says about your name in the first comment.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,02/03/10 01:39 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,30
0737e4e4980f56c9fb1cb5743001c917,"sometimes I can't believe this is my life :)...tomorrow I'm exploring my neighborhood, North Beach, anyone want to join me for breakfast at Mama's at Washington Square Park?",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/27/10 12:58 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,28
0737e4e4980f56c9fb1cb5743001c917,had everything go wrong for dinner tonight but ended up exactly where I needed to be for yet another job prospect even though I wasn't looking for one.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/21/10 07:53 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,28
0737e4e4980f56c9fb1cb5743001c917,"just turned down a series of paid ads for 944 and a Motocross ad all because I won't be around for February...lol, but what a nice ego boost",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/29/10 05:15 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,28
0737e4e4980f56c9fb1cb5743001c917,opened up a bottle of cava because I wanted a mimosa with my dinner...now I just realized I kind of have to finish the bottle myself...uh oh,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/14/10 03:13 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,27
0737e4e4980f56c9fb1cb5743001c917,You do not merely want to be considered just the best of the best. You want to be considered the only ones who do what you do,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/02/09 03:01 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,27
0737e4e4980f56c9fb1cb5743001c917,"s landlord brought someone to do work on my apartment and he totally recognized my place from tv...lol, I guess that's more of my 15 minutes...<3",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/09/09 02:01 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,26
0737e4e4980f56c9fb1cb5743001c917,is creeped out...the owner of a new restaurant by my office offered me lunch and then followed me into Walgreens while I was running errands.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/09/09 06:09 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,25
0737e4e4980f56c9fb1cb5743001c917,wonders if it's a better idea to stay home and not celebrate Hemingway's birthday with free absinthe drinks since I think I'm getting sick :(,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/21/09 11:13 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,25
0737e4e4980f56c9fb1cb5743001c917,might have to trade in bastille day celebrations for a nice quiet night in my apartment...if anyone wants to hang tonight let me know.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/14/09 10:23 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,24
0737e4e4980f56c9fb1cb5743001c917,"just wants to bake yummy treats, write, learn languages, travel, organize philanthropical events, and debate philosophy over bottles of wine...that is my ideal life.",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/13/09 04:29 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,24
0737e4e4980f56c9fb1cb5743001c917,"ran, did hill work, yoga, juiced, made an egg white and spinach omelette, and payed my bills...love getting so much done before work :)",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,11/20/09 04:11 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,24
0737e4e4980f56c9fb1cb5743001c917,"spent all weekend looking for flats but ended up buying three pairs of hot looking heels...I really, really tried this time :(",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/08/09 12:29 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,22
0737e4e4980f56c9fb1cb5743001c917,taking this from my brother's status:  If a con is the opposite of pro... does that make congress the opposite of progress?,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/16/09 08:18 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,22
0737e4e4980f56c9fb1cb5743001c917,"is switching back to my 510 phone number and dropping the 415, send me a note if you don't have the number.",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/22/09 05:03 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,22
0737e4e4980f56c9fb1cb5743001c917,"alright doppleganger, I used to get the most random ones...but I think *PROPNAME* was the only one that made some sense.",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/30/10 10:38 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,21
0737e4e4980f56c9fb1cb5743001c917,"is sad the wood furniture making class is full...small business, voice, and either beginning principles of fashion design or beginning theatre?",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/29/09 05:07 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,21
0737e4e4980f56c9fb1cb5743001c917,wants to watch *PROPNAME* & *PROPNAME* minus the *PROPNAME* portion...what a way to satisfy both the francophile and foodie in me,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/21/09 05:19 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,21
0737e4e4980f56c9fb1cb5743001c917,is wondering if I have enough room in my passport for this trip...do I have enough time to get pages added?,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,02/01/10 05:39 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,21
0737e4e4980f56c9fb1cb5743001c917,"wonders, if we only surround ourselves with good people does that mean we lose the opportunity to understand the negative?",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,02/02/10 10:53 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,20
0737e4e4980f56c9fb1cb5743001c917,"just booked tickets to New York October 29th thru Nov 3rd, who wants to join me for Halloween in NYC?",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/28/09 08:10 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,20
0737e4e4980f56c9fb1cb5743001c917,had a dream last night that I was opening up a shop and booking a last minute trip to shanghai,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/10/09 05:01 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,20
0737e4e4980f56c9fb1cb5743001c917,is super stoked to be THAT much closer to getting to volunteer at one of my fave nonprofits in SF!!!!!,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,01/12/10 05:58 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,20
0737e4e4980f56c9fb1cb5743001c917,"running in the rain then making my ""red wine and cheese pairing"" cupcake and working on a business outline",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,11/18/09 01:50 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,19
0737e4e4980f56c9fb1cb5743001c917,"is tempted to skip my voice class today, go home, and make myself some udon or soon tofu stew",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,10/01/09 12:10 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,19
0737e4e4980f56c9fb1cb5743001c917,"Tell             me and I'll forget,            show me and I may remember, involve me and I will understand. -- Confucius",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/28/09 06:18 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,19
0737e4e4980f56c9fb1cb5743001c917,is thinking a trip to Shanghai is long over due...lil' Shanghai is all growns up since I left it!,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,11/12/09 12:09 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,19
0737e4e4980f56c9fb1cb5743001c917,really wants to take French and Arabic but then I really won't have any free time in the fall,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/03/09 05:55 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,19
0737e4e4980f56c9fb1cb5743001c917,anyone want to sublease my pretty North Beach studio so I can spend the rest of my life traveling?,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/07/09 08:29 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,19
0737e4e4980f56c9fb1cb5743001c917,"no matter how long I've been out of high school I'll always fall victim to the Mission ""curse""",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,10/05/09 05:16 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,18
0737e4e4980f56c9fb1cb5743001c917,just needs to keep reminding myself it's only for one more month...I so need a relaxing run tonight,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/01/09 10:58 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,18
0737e4e4980f56c9fb1cb5743001c917,stupid t-mobile commercial being filmed in SF today...totally reminding me how much I miss jumping out of planes.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/05/09 06:31 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,18
0737e4e4980f56c9fb1cb5743001c917,"packing, packing, packing...trying to fit everything for a month long trip into a tiny carry-on...can I do it?",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,02/13/10 06:54 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,18
0737e4e4980f56c9fb1cb5743001c917,would rather have too many dreams and reach half of them then not enough dreams to reach for.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/11/09 02:06 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,18
0737e4e4980f56c9fb1cb5743001c917,is having yummy food tomorrow instead of voice class...I'll probably pay for this once midterm recitals come around...,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/09/09 12:56 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,18
0737e4e4980f56c9fb1cb5743001c917,kind of likes getting up early and getting more done in my morning than I would otherwise,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/18/09 04:46 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,17
0737e4e4980f56c9fb1cb5743001c917,"wishes someone else would take my next profile picture, I feel they're all looking the same now.",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/25/09 12:05 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,17
0737e4e4980f56c9fb1cb5743001c917,"<3's united's frequent flyer miles sale...I have enough miles to fly anywhere except Australia...hmm, where to go?",3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/16/09 10:28 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,17
0737e4e4980f56c9fb1cb5743001c917,has the Camino De Santiago on my mind again...the effects of receiving emails from my Spaniard friends.,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,07/15/09 06:28 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,17
0737e4e4980f56c9fb1cb5743001c917,made my bombay elvis cupcakes(chocolate curry and banana cupcakes with peanut butter frosting) and chocolate bacon cupcakes,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,09/18/09 04:01 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,17
0737e4e4980f56c9fb1cb5743001c917,is excited to have convinced just about everyone in the office to go to happy hour tonight!,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/16/09 12:49 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,17
0737e4e4980f56c9fb1cb5743001c917,just made vegan cayenne cupcakes filled with salted caramel sauce and drizzled with lavender icing...from scratch!,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,08/26/09 04:54 AM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,16
0737e4e4980f56c9fb1cb5743001c917,is finishing up my last day at work...I'm going to miss my lil' SF AOL family,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/30/09 05:55 PM,431.0,91298.5,98.98,0.01,91701.0,0.5,0.03,16
0abd57182992dd9167b88b198350afe4,"Goals for the next 11 months: (1) Rock the fuck out of the LSAT (2) Run under 3 in the marathon (3) Get into a baller law school (4) Buy a BMW Z4 (5) Laos, Vietnam, Cambodia anyone???",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/10/09 03:42 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,38
0abd57182992dd9167b88b198350afe4,"This year, and especially fall has definitely established a theme for itself. Seriously Higher Being, watching a dark comedy may be fun for you, but I can assure you that living it is an entirely opposite experience.",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/17/09 04:09 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,37
0abd57182992dd9167b88b198350afe4,"""We Americans think you have to accomplish everything quickly. We're the country of thirty-minute lunches and two-minute football drill...[we need to] slow down and make building relationships as important as building projects.""  --*PROPNAME*",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/20/09 05:19 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,33
0abd57182992dd9167b88b198350afe4,"""Sit back and curiously observe the ride. You're not going to enjoy it, but it is going to take you somewhere."" --Me under the inspiration of some lost muse.",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/02/09 07:45 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,29
0abd57182992dd9167b88b198350afe4,"Had a ridiculous time in Holland with his boys *PROPNAME* and *PROPNAME*. Now he needs some shoes, some finances and a hike up the highest mountain in Poland.",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,07/02/09 12:26 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,28
0abd57182992dd9167b88b198350afe4,"38 miles last week, more this week, lifting despite the soar screeches on my muscles. My body hates me right now...",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/25/09 05:40 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,21
0abd57182992dd9167b88b198350afe4,"""Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment."" --Buddha",4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/05/09 03:12 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08,20
