text,cEXT,cNEU,cAGR,cCON,cOPN,label
"is addicted to Tap Tap Revenge on his Ipod and thinks it could make a great experimental paradigm for studying motor learning || is happy his brother will join him in Princeton tomorrow. || slept from 11pm to 7am! It's a Christmas miracle! || found the magic water. It makes an incredible coffee! || is about to cut his hair. Objections? || 4th interview: Caltech! California here I come... || is back: *PROPNAME* 73 feels like... home?! || is happy *PROPNAME* is coming to Princeton || the rumors are true: Harvard IS awesome || when will I stop spilling liquids? || has a gold medal. In taekwondo. || 2nd interview: Carnegie Mellon, 11-13 Feb || first interview! Harvard - January 21-24 || is sick of plains and trains || every man is an island || 3rd interview: Columbia, 24-27 Feb || got a cool Japanese headband",low,high,low,low,low,01000
"Lame Canada! Sorry neighbors to the north, but after Chinas opening Olympic ceremony 2 years ago, that was just weak. Even *PROPNAME* cant show up 10,000 in sync drumming Chinamen. Glad the U.S. didnt get the bid for 2010 lol. || I was woke up at 7:30 in the morning on Sun by my mother informing me of the Gator loss. If I wasn't so hungover I probably would have cried. : ( I still love you Gators! || I feel like its the end of an era in Gator football! : (  I am so lucky and thankful I got to go to UF when I did! Thank you Tebow and thank you Urban! || Not doing too well in the coordination department today. I ran the motorbike up some stair this morning and almost ate it just now (yet again on some stairs) || Watching the Rose Bowl online isn't as much fun.  I have to keep refreshing to find out what happened the last play : ( Go SEC! || I have ONE homework assignment for ONE easy weekend class and I can't bring myself to do it. . .holy procrastinator. .Whats wrong with me! || 12 days and counting... . oh and Surrogates sucked! Save your money unless your want to see a crappy version of I Robot. || Just got to Thailand! Korean Air= best airlne ever! But sitting for 20 hours sucks no matter how good the movies are. || I'm wondering if I can make it through another 3 days of singing ""head, shoulders, knees and toes"" 10 times each day. || had to laugh when the doctor was cutting off her Thai good luck bracelets in order to put on a cast. || Never seen a 10 year old and a 60 year old driving a motorcycle on the same steet until today :) || Avatar was AMAZING! I loved it. Spend the money and see it in IMAX 3-D. I promise it's worth it! || Why is there always a ""gunman"" on USF campus. . .didn't have to worry about that crap in Gainesville! || I was one of the lucky ones to get air conditioning and internet in my apt in Thailand! Yay! || At the beach in Bang Saphan! Didn't know how much I'd missed the water till I got here! || After teaching for just 3 weeks, I finally understand the importance coffee plays in people's everyday lives. || Class of 40 kids. . .3 showed up. .because it rained. That would never fly in Florida! || I've been wondering why no one can leave me wall post. . .figured it out! Yay! || 3- Day weekend! Going to Chaing Mai! If anyone is going to be there, call us! || Looking to go to the Gator game if anyone is selling a ticket (student or non) || is officially certified to teach English abroad! Now, to find a job. . . || Last day in Ko Chang : (  but teaching starts Monday : ) || Am I the only one that hates the new shakira song?!! It's horrible! || Tahtako is small and no one speaks English, but the people are friendly! || Oh Bangkok, I will miss you and your lady boy calypso show haha || Can't wait for February so I can start traveling again! || Going ot Ko Chang Island to hopefully ride some elephants! || I love *PROPNAME*, I can't believe she died : ( || Is not looking forward to this reeeeeally long flight! || Is getting anxious about Thailand and money :{ || Mash Potatoes were a big hit in Thailand! || ""Just let me live my life"" -*PROPNAME* || Lesson planning sucks. . .so I'm procrastinating. || Thank you everybody! Love you all! || Do I have a celebrity look-a-like? || Yeah, about that hot water.... || Could I be anymore bored?",low,high,low,low,low,01000
"Flirt with disease I'm concerned with HIV Keep health and hygiene a secret from you and me See her name and life behind a scene of fiends She wants to be famous overnight but this her eulogy || To all my friends out there, I better not have to visit any of you at a jail house. Looking at a good friend through some glass is depressing. || Performing stand up comedy thursday night and friday night. That's two chances to see me and be a real friend. Or else it's real pain for my sham friends. || my status update keeps screwing up. But I will be doing comedy at 1982 tonight with other great comics. Stop on by at 9pm. || Dear Jets, Your defense ain't shit. *PROPNAME* is a cry baby who got showed up by *PROPNAME*. You can't touch Miami. Stop debating it. || Back like a sequel. I take a look at the career of *PROPNAME* in honor of his visit to UF this tuesday. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m11d8-Brett-Ratner-aka-Boring-Guy || As we get older every day feels longer and although I know I'll struggle I will do my best to never get tired. || If I wasn't such a dork than I don't think I'd have the friends that I do. I love you guys. || For those who haven't seen it yet, I've got a new stand up video up. Thanks for all the support. http:////www.youtube.com//watch?v=4kUmPOzOU4c || My readership is down but you can bring it up by reading this personal piece I wrote for you all. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d28-Why-We-Go-To-Movies || I have to eat up this week because I'm spending next week with hippies and they serve nothing but vegan food. || Shutter Island got pushed back to February. I'm sort of thankful because that's $8 less I have to spend this semester. || made it through 30 minutes of Cannibal Holocaust. I believe in artisitic expression and everything but damn...this is pushing it. || Doing two shows this week. Tuesday night at 9pm at 1982 and Thursday Night at 9pm at the Clarion Inn. || If you all want a beer brewing club at UF, then wish me and my wolf pack luck tomorrow. || is *PROPNAME* for the next week. If no one hears from me for awhile, start reading the Denver Post. || will be at Monday Night Raw in Orlando tonight. I'll be the one promoting ""Straight *PROPNAME*'s Man Slammin' Max-Out."" || has the only story that is open, baby. He only sells beer and he only sells ice cream. || The GRE has been passed. Tonight, we eat chicken wings and watch half naked men punch each other. || *PROPNAME* was pardoned today for having romantic ties with a white woman in 1908. Now... racism is dead. || What should I write about for my next article? What do you guys want to read about? || There's nothing less cool than being exhausted from hours of not doing a damn thing at all. || You're going to want to read my latest article because this one is about Death Factory. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m12d29-Nothing-to-do-but-visit-the-Factory || doesn't get the point of minus grades. They're only there to make my transcript less glamorous. || What did I think of the movies 2009 had to offer? Read about it here. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2010m1d6-2009-Superlatives || is no longer going to just stand there. This time, I'm going to bust a move. || My mother saw the Proposal without me so I've lost my excuse to go see it. || I'll jump and kick and bite and scratch and scream until I'm blue in the face. || Thanks to everyone who came out to last night's Gator Nights show. It was a blast. || HEY! Have you heard the news? *PROPNAME* died. NO! Say it isn't so, *PROPNAME* died. || Bring back the double feature and find out how by reading my latest article. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d30-Double-Feature || will probably be getting drunk tonight and tomorrow night. Be ready for my text messages. || says ""Sorry Orlando but *PROPNAME* failed the Heat. He was always going to fail you."" || Read about my latest theater ventures. Thanks for getting me a holiday bonus, btw. http:////www.examiner.com//x-24676-Gainesville-Film-Industry-Examiner~y2009m12d23-Holidays-at-the-movies || can't lie. He misses Gainesville, everyone in it and can't wait to get back. || How many licks does it take to get to the center of your universe? || Just when you think the yankees have enough superstars, they go and get *PROPNAME*. || I went to bed at midnight last night and woke up at 5:30pm. Whoa. || has an interview with the FSU Film School on the 26th. Big things poppin'. || If you didn't fuck my ex-girlfriend, I would still owe you three thousand dollars. || Let's talk about how much fun we had when we were fucking the world. || has to be at work at 7am. Wait...since when do I have a job? || You all are going to party at my funeral because mourning is for suckers. || Is there anyone out there who can write me a good letter of recommendation? || Read about a horror movie you'll otherwise overlook on my site page. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d6-Trick-r-Treat || My pay check is like your pay check only without all the zeros. || Read about *PROPNAME* on my site page. He's a real happening dude. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d16-Richard-Kidd-Man-of-1000-effects || I hope everyone else enjoys their NFL Sunday. I'll be taking the GRE. || is filling up boxes and boxes and soon I'll get in one too. || Just like I called it. *PROPNAME* put up zeros across the board today.",high,low,high,low,high,10101
"Its true what they say; ignorance IS bliss. I envy kids that way, for not having the mental maturity to understand all the problems surrounding them. Its nice to see that happiness and naivety every once in a while. || ""Halfway around the world Lies the one thing that you want Buried in the ground, hundreds of miles down First thing that arises in your mind while you awake Bending you til you break"" || (purposefully contradicting *PROPNAME*) AGHH!! The heat! *opens arms in welcoming fashion*. I mean, you all complain when it's cold and rainy, as per usual, and you complain when it's warm. CONSISTENCY, PEOPLE! || It's freaky. My brother's only two inches off me. Eh, he still has freakishly large feet. I can live happy with that abnormality even if it's not accompanied by a 5'4"" frame. || Ugh I'm hungry. Siren Song - Bat For Lashes. Take Me To The Riot - Stars. Consolers Of The Lonely - The Raconteurs. Running Up That Hill - Placebo. || is craving a vanilla latte and some new good music 'cause she's bored of just going through her shuffle... something Decemberist-esque? (Ha, that's a mouthful.) || There are so many fucked up people because there are so many fucked up marriages or lack thereof. || Spent all day watching Glee. I hate it and love it at the same time. SO CHEESY! || Was ANYONE else off school today? I was sure nobody would be able to get in. Eh. || My inability to wash up properly means that nobody trusts me to do it :) || The lighting's really weird out; the sky is dark, but everything else is almost luminescent. || Had great day in the snow with *PROPNAME* and *PROPNAME*. More to follow tomorrow :D || ""I'm a road runner honey and you can't keep up with me"" ~Aerosmith :) || To anyone who gives a shit, look at the photo I found of Wogie!!! || My brother is watching the Jerk Theory for the third time since Friday. || I must be pregnant, or something. It's not natural to have hummus cravings... || I had pancakes for lunch. I'm gonna die young and fat :'( || Downloading a new playlist. 1 hour, 40 minutes to go - woopee! || I'd swear the 'rents were just yelling ""gavinda"" right now... || *Swallows down last mouthful of seventh cup of tea today* || Shitty day + Monday Migraine + Late home = URRRRRRRRG! || Got a brilliant new playlist :D I heart it. || EVERYTHING FUCKING ACHES! (Don't you dare like this, *PROPNAME*.) || What modules//points do we have to revise for Chemistry? || How do you find out your fucking color group? || has burnt her finger. It really hurts, as well. || made lemon cupcakes with pink icing. Ahhh, E. numbers. || FUCKING HELL! THE THUNDER IS RIGHT ABOVE THE HOUSE! || Has anyone seen our homework timetables? Fucking A. || wants to bury her head in a hole. || ""Ooooooh, I think I smell a rattttt"" || Half of my English coursework done. Woot! || The Vanishing Act of *PROPNAME* <3 || ""NOT THAT KIND OF ESCORT!!!"" Hehehe. || My hair smells like cookies...worrying... :S || is, decidedly, an eloquent drunk. || Tired with a pancake craving...",low,low,high,high,high,00111
"homecoming, the hunt, and jacqueline's birthday all this weekend!  fml, america, I miss you! no amount of red wine and croissants can console...wish I could be there!  ....happy birthday jacs!!! :( || packing succccccccccccccccccccccccckkkkkkksssssss.  I wish I was a gypsy and didn't care about having an infinite selection of outfits at all times || i am too tired to move. rebecca you are going to have to pick me up or something || elephant tea, deeply disappointed in your flavor. lipton you are rubbish stick to soup || C'est dangereux de danse parmi les chiennes de graisse || Music is my beach house || blue to grey.....grandir et s'envoler.",high,low,high,low,high,10101
<3 boarding at the beach :)!,low,low,high,high,high,00111
": The bubble picture is up as requested.  On a related note, my bike has fallen victim to the insatiable hunger of *PROPNAME*'s Venus bike trap.",low,low,low,high,high,00011
"Gosh darn it!!!! I just saw a group of 5 Jehovahs witnesses outside my neighbor's house!! That means they are on the way to my house! they saw me get something from my car so they know im home; now im going to have to argue with them. || fn bored!!! hi east bay!! where are my old friends??? im hanging out with a chem book all day. and to make things worse, there are no waves anywhere... losing my mind. || buying my flight to hawaii... yes, that is right brian. 7 days. that translates to getting a job as a cabana boy and never coming back to the mainland. || has an extra ticket to the Ducks// Sharks game tonight. section203 row M... only the best seats in the house. $26!! Plus you get to sit by me. || off to RISE AGAINST with gman and blade. you will find us in the parking lot drinking the sparks. you know youre jealous. || bout to surf under the golden gate!... before the surf is too huge. hi erik. im sitting next to you; wanna get breakfast? || frick! my chem class is filled up already and i need it or the next two years of my life is messed up!!!!! || going to the AFI rise against show tonight.  I have 2 extra tickets call me if you wanna buy them 714 612 0723. || howard zinn's a people's history of the united states is debuts sunday night and is showing at UCLA tomorrow. Whos coming with me? || is now trained in changing adult diapers, moving from gurney to bed, and bathing patients. one more step closer to my MPA!! || would be nice to get some good surf without having to drive allllll the way south; i mean it is my bday. || scored a rad position at HOAG hospital as a Clinical Care Extender. On my way to a masters in PA science! holler. || total cost for books $310 via school website. I paid $44 for ALL of them on Amazon. How rad is that?! || better ace my exam considering i missed the best day of surfing in a long ass time!!!! so mad right now. || finally found the chem class that i need!!! its in oakland... just enrolled and get to move back to Berkeley!!!!!!!! || has an extra Company of Thieves ticket for tomorrow night at the HOB. Lemme know if you want it!! $30 || you down for some party bus action this friday to dive bars around the beach? let me know asap. || going out for the first time in a loong time and my only chance for a long time. || on my way to berkeley... im broke need to find an EMT job asap. Sent me $$$. thanks || whats up with real estate REO agents lately?? they need to take the arrogance-stick out of their buttocks. || if you know anyone that works for an ambulance company in the east bay, let me know!!! || can decided whether to be on the USA side or the CAN side for hockey??? leaning canada.... || just finished glassing my broken board and im high as shit from the resin. feels wrong. || yay! just got assigned to the Emergency Department for my next rotation at HOAG. super pumped. || glad i got the flu vaccination. $30 to feel like i have the flu. well spent. || anyone have any good vocab tricks for memorizing GRE words?!!!! or stuff they can email me? || T minus 5 years and ill be done with my masters... ill be old too. || 3 days in a row of super fun surf!!!... should prob work sometime this week. || have an extra Company of Thieves ticket for next tuesday's show. who wants to go? || so happy to live in a country where you pay for your education. grand idea! || best week of surf, worst week for the company. dunno how to feel bout that. || practicing patient assessment on my mom's daycare kids is more difficult than i thought. haha || had the biggest week in my company's history and its only Tuesday! yay! www.cdmpropertypreservation.com || has extra tickets to KROQ almost accoustic Xmas... lemme know if u want them. || finishing two work orders today then camping tonight and surfing alllll day tomorrow! holler! || still dont get the point of the GRE.... who made up these fn words? || anyone know of a place where I can take a condensed organic chem class?? || bored and over reading about emergency medicine... this shit can be depressing as hell!!!! || passed the national EMT exam; off to find a JOB!!! yaaaaay for money. || Cannot find episode 13 season 1 of MAD MEN!!! what the frick internet! || c'mon! couldnt there be a LITTLE SURF on my one day off!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! || packing for the move back to berkeley. so pumped for some cheeseboard. || has an extra tiger army ticket for this weekend 10//24. $26. || drove over 250miles throughout LA!! Just for work orders today. Sick. || back to school. on the path to becoming a Physician assistant. || best surf in a while. cant stop smiling. whos going tomorrow? || have an extra Tiger Army ticket for tomorrow night in Hollywood. || the new dexter was bulllshit!!! cant kill rita!!! im seriously sad. || 2-3 times overhead with occasional 18 ft.and fair to good conditions. || forgot the most important paperwork for tomorrow in LA!!! #@#!@!#R#%#!!!!",high,low,high,high,high,10111
"Best Birthday Ever! 3 Surprise dinner//get-together//party, and VEGAS on Halloween <3 Thanks to everyone that made my 21st special! || is locked out of her room, with no roomates or RAs in sight :( || I like this work, play and no class thing...summer should happen more often || a day of snowboarding = most exercise I've had all of break || why does it feel like it should be the weekend by nowwww || senoritis go away please! oh and take my flu with you. || one more week to catch up on life...then VACATION || <3 rain when I'm not driving in it! || off to christmas in vegas with family <3 || Ready for an awesome summer at Stanford!! || THREE DAYS TO CHRISTMAS!!!!!! <3 <3 || I'M GOING TO BE A DOCTOR! || Happy New Year and Decade Everyone!!!! || Happy Hour w// the drawmates :D || <3's catching up with friends || stuck in SD airport for.....ever? || Heading back to LA :)",high,low,high,high,low,10110
"Cheers to a new year and another chance for us to get it right :D happy new year everybodyyyyy :D || I hate homeworks on holidays, especially when i have a little time to finish a lottt of it :( || The latest and newest diet plan that works! Its in the news http:////xs.md//KPV || just had a great evening and just loved it :) || happy new year ... at last its 2010 :) || found a baby gooobay outside her door :D || feels great to be back home !!!!!!",low,high,high,low,low,01100
":::copy this into your status and see what people rate you. 1:Crazy. 2:I'd Marry you. 3:Talkative. 4:Sarcastic. 5:Bangable. 6:Clubhead. 7:Moody. 8:Dumb. 9:Spoiled. 10:Mouthy. 11:Random. 12: Hot. 13:Funny. 14:Fit. 15:Amazing. 16:Tough. 17: Cute. 18: bf//gf type. 19:Playa. 20:The Best. 21:God Loving. 22:Smart. ...23:Loving.... 24:Loyal. 25:Trustworthy. 26:Fake. 27:Spiritual.... || go go emo rangers woah!! yall should expect me to watch somethin like that. lol i love the theme song though. i know it sounds like mighty morphin but it still sounds cool || i might be sick with a cold. its not fun. at all. and im frustrated cuz i cant find a powerpoint i was workin on yesterday. today is just not my day. || im excited for the new semester 2morrow!! but im dissapointed cuz i probably wont be able to see certain ppl (rachael and sarah know who im talkin about) || HEY does anyone remember tiny toons? that definatly has to be 1 of the BEST cartoons EVER!!!!!!! im watchin it now on youtube. ahh the 90's. || for some reason i have the turkish march stuck in my head... what do i do to get it out? || omg one of the most beautiful songs ever is ""alone in this bed"" by framing hanley. it really is. || rock and roll baby, dont u know that we're all alone now, i need something to sing about || i wish how 2 play acoustic guitar. it sounds really pretty when you play it right. || just listening to cool R&B. people like mary j blige and tamia and kc & jojo || digimon digital monsters digimon are the champions. change into digital champions to save the digital world. || i love taking back sunday. they are definetely one of the best bands ever. || My Grandma's in the hospital. I'm going to see her with my dad. || another thing im happy about is that schools out 2morrow!! YAY!!!! :) :D || i love ddr. im listenin 2 speed over beethoven. its SO COOL!!!! || they call me MR. PIG!!!! AHHHHHHHHHH!!!!!!!!!!!! i love the lion king || for some reason, im watchin schoolhouse rock videos. im so bored. || green day sounds like techno dance mixy when sped up || nst nst nst nst nst nst nst nst nst nst || stunning teletubbies and making them feel pain is sooooooooooooo fun || @ the library. listenin 2 music. otherwise really bored. || im so happy... no school tomorrow... YAY!! || ok im back...im free to talk. || yeah its me!! im finally here!! || its official, i love christian rock || youtube rules. it honestly does",low,low,high,low,high,00101
Its ok its ok its ok you can run and tell yo friends that im on im on im on u can run and tell my city its on!! || is saying that the Vikings better kill the lions as if they were Stanford killing the trojans yesterday!!! || TGIF Hopefully I can have some fun too... || You just gotta love checks and balances... || Yeah VIKINGS are the best... || G Dot Attorney at Law,low,high,low,high,high,01011
"The turkey is now officially drunk (Injected with enough alcohol that if we didn't eat it, it'd be at AA). Rubbed with secret spices, drizzled in bacon, and the silverside joint is slowly cooking for 7 hours. 15 Minute break then  back to cooking :D || Why are you not allowed to give kids nuts for halloween any more. I got them as a kid, and as far as I am aware people havne't become more allergic to it in the last 20 years, just the same amount. || Got a refferal to a ENT specialist so I can get a camera jammed up my nose into my sinuses. Not pretty but at least I may be able to finally get rid of this damn sinus infection! :D || Hates facebook messaging, it always looks like you are waiting for the other person to message back, and then you see that it has infact timed out (again) and the person messaged back 6 hours ago. *sigh* || I have 1.6Kg of explosives for Nov 5 (The UK equiv of 4th July for the Americans), Hopefully with any luck this thing will make the night time look like daytime with the bang :D || Happy Jul, In norway they don't celebrate chriastmas as much as Julaften (Pre-Christmas). Thats when people get their pressies. In russia its the 5th Jan!  Don't know if I could wait that long! || I think I must be doing something wrong on the trapeze, it feels like I have just went for a vasectomy after trying a few windmills yesterday. No pain no gain :) || Just hacked my appleTV, removed the WiFi chip and replaced with a broadcom H.264 hardware decoder chip. Now I can stream blu ray movies in 1080p from my fileserver to tv :D || Trying to send docs to the bank, and my personal advisor is not trusted with email or web access full access to my account, financial and personal, but not email *worry* || I can handle the scope thing being shoved up my nose and down my throat, I can handle the CT scan, but having blood taken, still can't deal with that! || I have discovered the 'teddy bear' move in aerials, is anything but cute and fluffy! Its evil, sore and likes nothing more than cutting off all blood to your extrematies. || Just remembered, I seen a naked guy running up the supports on the squinty bridge last night with all hanging out .. but wearing socks. Not a pretty sight. || I know 6 sick people at the moment, and now I'm sick. I'm going to find out what one it was and come after them!! Watch yourselves ;) || is thinking that he needs to assemble a horde of flying panda colored monkies to wreck havock on the world from above, and buy milk. || My brother gave me a uni-cycle for xmas. I'm wondering if you can pre book appointments to the A&E to save time. || Feeling like crap, no temperature though so at least its not swine flu (at least I think its not!) || is currently working his way through the harry potter box set. Can't say I don't have exciting weekends! || Just made a spiced haddock on trimmed green bean and coconut rice with a coconut, chilli sauce... mmm || Just realised he missed the aerial class start :| Thought it was next week it started DOH! || Never had a crab, squid, musccle, scallop, and anchovie pizza before. It is however suprisingly good :) || ARGHHH!!! The radio has christmas songs on it already, this bad bad bad news! Its november !! || Got a pair of degu's last night, already causing issues! They are uber cute though. || thinks that the new apple tablet 'pc' iPad sounds like a high tech sanitary device. || I love how much fun you can have with non newtonian fluids :D || They are NOT beef sausages if they are only 40% beef! LIES! || Trying to weigh a degu is not easy!",high,low,low,low,low,10000
"is sorry if she did not reply to text messages or phone calls. her iphone is dumb :( and had decided it doesn't want the touch screen to work... || My Indian address: 109 Blincoe Avon, Belmont Across from field next to warehouse, on curve Virginia, USA || thinks she should throw more clothes away so she will be forced to do laundry more... || Me ""Will you X me?"" *PROPNAME* ""No. I don't do things like that."" || Laundry, then packing, then maybe sleeping....AHHHH... ENGLAND TOMORROW! || is back in the US.",high,low,high,high,low,10110
"Nicel little test for *PROPNAME*!! Way to show them *PROPNAME* how to play PRO football!! || It was a close one! But a W is a W, GO DOLPHINS! || Damn close game on Monday. My Dolphins almost pulled it off! || HAPPY VETERANS DAY!!! Thank a veteran dammit! || Its a good night for fishing. || Back from vacation and tired",high,high,low,high,high,11011
